Id	CID	CASIdentifier	Name	IUPAC	InChIKey	InChI	SMILES
CAS:135410-20-7	213021	CAS:135410-20-7	Acetamiprid	N-[(6-chloropyridin-3-yl)methyl]-N'-cyano-N-methylethanimidamide	WCXDHFDTOYPNIE-UHFFFAOYSA-N	InChI=1S/C10H11ClN4/c1-8(14-7-12)15(2)6-9-3-4-10(11)13-5-9/h3-5H,6H2,1-2H3	CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl
CAS:112-79-8	637517	CAS:112-79-8	Elaidic acid	(E)-octadec-9-enoic acid	ZQPPMHVWECSIRJ-MDZDMXLPSA-N	InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9+	CCCCCCCCC=CCCCCCCCC(=O)O
CAS:113852-37-2	60613	CAS:113852-37-2	Cidofovir	[(2S)-1-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxypropan-2-yl]oxymethylphosphonic acid	VWFCHDSQECPREK-LURJTMIESA-N	InChI=1S/C8H14N3O6P/c9-7-1-2-11(8(13)10-7)3-6(4-12)17-5-18(14,15)16/h1-2,6,12H,3-5H2,(H2,9,10,13)(H2,14,15,16)/t6-/m0/s1	C1=CN(C(=O)N=C1N)CC(CO)OCP(=O)(O)O
CAS:17046-59-2	5312529	CAS:17046-59-2	11,14,17-Eicosatrienoic acid	(11Z,14Z,17Z)-icosa-11,14,17-trienoic acid	AHANXAKGNAKFSK-PDBXOOCHSA-N	InChI=1S/C20H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h3-4,6-7,9-10H,2,5,8,11-19H2,1H3,(H,21,22)/b4-3-,7-6-,10-9-	CCC=CCC=CCC=CCCCCCCCCCC(=O)O
CAS:506-26-3	5280933	CAS:506-26-3	gamma-Linolenic acid	(6Z,9Z,12Z)-octadeca-6,9,12-trienoic acid	VZCCETWTMQHEPK-QNEBEIHSSA-N	InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10,12-13H,2-5,8,11,14-17H2,1H3,(H,19,20)/b7-6-,10-9-,13-12-	CCCCCC=CCC=CCC=CCCCCC(=O)O
CAS:1783-84-2	5280581	CAS:1783-84-2	Dihomo-gamma-linolenic acid	(8Z,11Z,14Z)-icosa-8,11,14-trienoic acid	HOBAELRKJCKHQD-QNEBEIHSSA-N	InChI=1S/C20H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13H,2-5,8,11,14-19H2,1H3,(H,21,22)/b7-6-,10-9-,13-12-	CCCCCC=CCC=CCC=CCCCCCCC(=O)O
CAS:463-40-1	5280934	CAS:463-40-1	Linolenic acid	(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N	InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H,19,20)/b4-3-,7-6-,10-9-	CCC=CCC=CCC=CCCCCCCCC(=O)O
CAS:60-33-3	5280450	CAS:60-33-3	Linoleic acid	(9Z,12Z)-octadeca-9,12-dienoic acid	OYHQOLUKZRVURQ-HZJYTTRNSA-N	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-	CCCCCC=CCC=CCCCCCCCC(=O)O
CAS:506-17-2	5282761	CAS:506-17-2	Vaccenic acid	(Z)-octadec-11-enoic acid	UWHZIFQPPBDJPM-FPLPWBNLSA-N	InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h7-8H,2-6,9-17H2,1H3,(H,19,20)/b8-7-	CCCCCCC=CCCCCCCCCCC(=O)O
CAS:112-86-7	5281116	CAS:112-86-7	Erucic acid	(Z)-docos-13-enoic acid	DPUOLQHDNGRHBS-KTKRTIGZSA-N	InChI=1S/C22H42O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H,23,24)/b10-9-	CCCCCCCCC=CCCCCCCCCCCCC(=O)O
CAS:373-49-9	445638	CAS:373-49-9	Palmitoleic acid	(Z)-hexadec-9-enoic acid	SECPZKHBENQXJG-FPLPWBNLSA-N	InChI=1S/C16H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h7-8H,2-6,9-15H2,1H3,(H,17,18)/b8-7-	CCCCCCC=CCCCCCCCC(=O)O
CAS:544-64-9	5281119	CAS:544-64-9	Myristoleic acid	(Z)-tetradec-9-enoic acid	YWWVWXASSLXJHU-WAYWQWQTSA-N	InChI=1S/C14H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h5-6H,2-4,7-13H2,1H3,(H,15,16)/b6-5-	CCCCC=CCCCCCCCC(=O)O
CAS:2201-39-0	62436	CAS:2201-39-0	Rolicyclidine	1-(1-phenylcyclohexyl)pyrrolidine	FYOWWXMGDATDQY-UHFFFAOYSA-N	InChI=1S/C16H23N/c1-3-9-15(10-4-1)16(11-5-2-6-12-16)17-13-7-8-14-17/h1,3-4,9-10H,2,5-8,11-14H2	C1CCC(CC1)(C2=CC=CC=C2)N3CCCC3
CAS:83-66-9	6753	CAS:83-66-9	Musk ambrette	1-tert-butyl-2-methoxy-4-methyl-3,5-dinitrobenzene	SUAUILGSCPYJCS-UHFFFAOYSA-N	InChI=1S/C12H16N2O5/c1-7-9(13(15)16)6-8(12(2,3)4)11(19-5)10(7)14(17)18/h6H,1-5H3	CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-]
CAS:81-15-2	62329	CAS:81-15-2	Musk xylene	1-tert-butyl-3,5-dimethyl-2,4,6-trinitrobenzene	XMWRWTSZNLOZFN-UHFFFAOYSA-N	InChI=1S/C12H15N3O6/c1-6-9(13(16)17)7(2)11(15(20)21)8(12(3,4)5)10(6)14(18)19/h1-5H3	CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)[N+](=O)[O-]
CAS:68140-48-7	91696	CAS:68140-48-7	Traseolide	1-(1,1,2,6-tetramethyl-3-propan-2-yl-2,3-dihydroinden-5-yl)ethanone	IMRYETFJNLKUHK-UHFFFAOYSA-N	InChI=1S/C18H26O/c1-10(2)17-12(4)18(6,7)16-8-11(3)14(13(5)19)9-15(16)17/h8-10,12,17H,1-7H3	CC1C(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)C(C)C
CAS:59729-33-8	2771	CAS:59729-33-8	Citalopram	1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-3H-2-benzofuran-5-carbonitrile	WSEQXVZVJXJVFP-UHFFFAOYSA-N	InChI=1S/C20H21FN2O/c1-23(2)11-3-10-20(17-5-7-18(21)8-6-17)19-9-4-15(13-22)12-16(19)14-24-20/h4-9,12H,3,10-11,14H2,1-2H3	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
CAS:81-14-1	6669	CAS:81-14-1	Musk ketone	1-(4-tert-butyl-2,6-dimethyl-3,5-dinitrophenyl)ethanone	WXCMHFPAUCOJIG-UHFFFAOYSA-N	InChI=1S/C14H18N2O5/c1-7-10(9(3)17)8(2)13(16(20)21)11(14(4,5)6)12(7)15(18)19/h1-6H3	CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)C(=O)C
CAS:1506-02-1	89440	CAS:1506-02-1	Tonalid	1-(3,5,5,6,8,8-hexamethyl-6,7-dihydronaphthalen-2-yl)ethanone	DNRJTBAOUJJKDY-UHFFFAOYSA-N	InChI=1S/C18H26O/c1-11-8-16-15(9-14(11)13(3)19)17(4,5)10-12(2)18(16,6)7/h8-9,12H,10H2,1-7H3	CC1CC(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)(C)C
CAS:13171-00-1	61585	CAS:13171-00-1	Celestolide	1-(6-tert-butyl-1,1-dimethyl-2,3-dihydroinden-4-yl)ethanone	IKTHMQYJOWTSJO-UHFFFAOYSA-N	InChI=1S/C17H24O/c1-11(18)14-9-12(16(2,3)4)10-15-13(14)7-8-17(15,5)6/h9-10H,7-8H2,1-6H3	CC(=O)C1=C2CCC(C2=CC(=C1)C(C)(C)C)(C)C
CAS:106610-61-1	110394	CAS:106610-61-1	Monoisononyl phthalate	2-(7-methyloctoxycarbonyl)benzoic acid	RNCMBSSLYOAVRT-UHFFFAOYSA-N	InChI=1S/C17H24O4/c1-13(2)9-5-3-4-8-12-21-17(20)15-11-7-6-10-14(15)16(18)19/h6-7,10-11,13H,3-5,8-9,12H2,1-2H3,(H,18,19)	CC(C)CCCCCCOC(=O)C1=CC=CC=C1C(=O)O
CAS:108-69-0	7949	CAS:108-69-0	3,5-Dimethylaniline	3,5-dimethylaniline	MKARNSWMMBGSHX-UHFFFAOYSA-N	InChI=1S/C8H11N/c1-6-3-7(2)5-8(9)4-6/h3-5H,9H2,1-2H3	CC1=CC(=CC(=C1)N)C
CAS:120-72-9	798	CAS:120-72-9	Indole	1H-indole	SIKJAQJRHWYJAI-UHFFFAOYSA-N	InChI=1S/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H	C1=CC=C2C(=C1)C=CN2
CAS:123-51-3	31260	CAS:123-51-3	Isoamyl alcohol	3-methylbutan-1-ol	PHTQWCKDNZKARW-UHFFFAOYSA-N	InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3	CC(C)CCO
CAS:505-60-2	10461	CAS:505-60-2	Mustard gas	1-chloro-2-(2-chloroethylsulfanyl)ethane	QKSKPIVNLNLAAV-UHFFFAOYSA-N	InChI=1S/C4H8Cl2S/c5-1-3-7-4-2-6/h1-4H2	C(CCl)SCCCl
CAS:79-01-6	6575	CAS:79-01-6	Trichloroethylene	1,1,2-trichloroethene	XSTXAVWGXDQKEL-UHFFFAOYSA-N	InChI=1S/C2HCl3/c3-1-2(4)5/h1H	C(=C(Cl)Cl)Cl
CAS:112-31-2	8175	CAS:112-31-2	Decanal	decanal	KSMVZQYAVGTKIV-UHFFFAOYSA-N	InChI=1S/C10H20O/c1-2-3-4-5-6-7-8-9-10-11/h10H,2-9H2,1H3	CCCCCCCCCC=O
CAS:112-85-6	8215	CAS:112-85-6	Docosanoic acid	docosanoic acid	UKMSUNONTOPOIO-UHFFFAOYSA-N	InChI=1S/C22H44O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h2-21H2,1H3,(H,23,24)	CCCCCCCCCCCCCCCCCCCCCC(=O)O
CAS:123-07-9	31242	CAS:123-07-9	4-Ethylphenol	4-ethylphenol	HXDOZKJGKXYMEW-UHFFFAOYSA-N	InChI=1S/C8H10O/c1-2-7-3-5-8(9)6-4-7/h3-6,9H,2H2,1H3	CCC1=CC=C(C=C1)O
CAS:27304-13-8	33772	CAS:27304-13-8	Oxychlordane	1,5,6,8,9,10,11,11-octachloro-4-oxatetracyclo[6.2.1.02,7.03,5]undec-9-ene	VWGNQYSIWFHEQU-UHFFFAOYSA-N	InChI=1S/C10H4Cl8O/c11-3-1-2(6-9(3,16)19-6)8(15)5(13)4(12)7(1,14)10(8,17)18/h1-3,6H	C12C(C(C3(C1O3)Cl)Cl)C4(C(=C(C2(C4(Cl)Cl)Cl)Cl)Cl)Cl
CAS:57-11-4	5281	CAS:57-11-4	Stearic acid	octadecanoic acid	QIQXTHQIDYTFRH-UHFFFAOYSA-N	InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)	CCCCCCCCCCCCCCCCCC(=O)O
CAS:66-25-1	6184	CAS:66-25-1	Hexanal	hexanal	JARKCYVAAOWBJS-UHFFFAOYSA-N	InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3	CCCCCC=O
CAS:355-46-4	67734	CAS:355-46-4	Perfluorohexanesulfonic acid	1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonic acid	QZHDEAJFRJCDMF-UHFFFAOYSA-N	InChI=1S/C6HF13O3S/c7-1(8,3(11,12)5(15,16)17)2(9,10)4(13,14)6(18,19)23(20,21)22/h(H,20,21,22)	C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F
CAS:104-76-7	7720	CAS:104-76-7	2-Ethylhexanol	2-ethylhexan-1-ol	YIWUKEYIRIRTPP-UHFFFAOYSA-N	InChI=1S/C8H18O/c1-3-5-6-8(4-2)7-9/h8-9H,3-7H2,1-2H3	CCCCC(CC)CO
CAS:111-27-3	8103	CAS:111-27-3	1-Hexanol	hexan-1-ol	ZSIAUFGUXNUGDI-UHFFFAOYSA-N	InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3	CCCCCCO
CAS:142-92-7	8908	CAS:142-92-7	Hexyl acetate	hexyl acetate	AOGQPLXWSUTHQB-UHFFFAOYSA-N	InChI=1S/C8H16O2/c1-3-4-5-6-7-10-8(2)9/h3-7H2,1-2H3	CCCCCCOC(=O)C
CAS:87-86-5	992	CAS:87-86-5	Pentachlorophenol	2,3,4,5,6-pentachlorophenol	IZUPBVBPLAPZRR-UHFFFAOYSA-N	InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H	C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O
CAS:120-83-2	8449	CAS:120-83-2	2,4-Dichlorophenol	2,4-dichlorophenol	HFZWRUODUSTPEG-UHFFFAOYSA-N	InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H	C1=CC(=C(C=C1Cl)Cl)O
CAS:90-15-3	7005	CAS:90-15-3	1-Naphthol	naphthalen-1-ol	KJCVRFUGPWSIIH-UHFFFAOYSA-N	InChI=1S/C10H8O/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7,11H	C1=CC=C2C(=C1)C=CC=C2O
CAS:111-87-5	957	CAS:111-87-5	1-Octanol	octan-1-ol	KBPLFHHGFOOTCA-UHFFFAOYSA-N	InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3	CCCCCCCCO
CAS:535-77-3	10812	CAS:535-77-3	M-Cymene	1-methyl-3-propan-2-ylbenzene	XCYJPXQACVEIOS-UHFFFAOYSA-N	InChI=1S/C10H14/c1-8(2)10-6-4-5-9(3)7-10/h4-8H,1-3H3	CC1=CC(=CC=C1)C(C)C
CAS:104-46-1	637563	CAS:104-46-1	Anethole	1-methoxy-4-[(E)-prop-1-enyl]benzene	RUVINXPYWBROJD-ONEGZZNKSA-N	InChI=1S/C10H12O/c1-3-4-9-5-7-10(11-2)8-6-9/h3-8H,1-2H3/b4-3+	CC=CC1=CC=C(C=C1)OC
CAS:124-11-8	31285	CAS:124-11-8	1-Nonene	non-1-ene	JRZJOMJEPLMPRA-UHFFFAOYSA-N	InChI=1S/C9H18/c1-3-5-7-9-8-6-4-2/h3H,1,4-9H2,2H3	CCCCCCCC=C
CAS:334-48-5	2969	CAS:334-48-5	Decanoic acid	decanoic acid	GHVNFZFCNZKVNT-UHFFFAOYSA-N	InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)	CCCCCCCCCC(=O)O
CAS:1763-23-1	74483	CAS:1763-23-1	Perfluorooctanesulfonic acid	1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonic acid	YFSUTJLHUFNCNZ-UHFFFAOYSA-N	InChI=1S/C8HF17O3S/c9-1(10,3(13,14)5(17,18)7(21,22)23)2(11,12)4(15,16)6(19,20)8(24,25)29(26,27)28/h(H,26,27,28)	C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
CAS:57-10-3	985	CAS:57-10-3	Palmitic acid	hexadecanoic acid	IPCSVZSSVZVIGE-UHFFFAOYSA-N	InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)	CCCCCCCCCCCCCCCC(=O)O
CAS:628-63-7	12348	CAS:628-63-7	Pentyl acetate	pentyl acetate	PGMYKACGEOXYJE-UHFFFAOYSA-N	InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3	CCCCCOC(=O)C
CAS:71-41-0	6276	CAS:71-41-0	1-Pentanol	pentan-1-ol	AMQJEAYHLZJPGS-UHFFFAOYSA-N	InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3	CCCCCO
CAS:437-38-7	3345	CAS:437-38-7	Fentanyl	N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide	PJMPHNIQZUBGLI-UHFFFAOYSA-N	InChI=1S/C22H28N2O/c1-2-22(25)24(20-11-7-4-8-12-20)21-14-17-23(18-15-21)16-13-19-9-5-3-6-10-19/h3-12,21H,2,13-18H2,1H3	CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
CAS:58-15-1	6009	CAS:58-15-1	Aminopyrine	4-(dimethylamino)-1,5-dimethyl-2-phenylpyrazol-3-one	RMMXTBMQSGEXHJ-UHFFFAOYSA-N	InChI=1S/C13H17N3O/c1-10-12(14(2)3)13(17)16(15(10)4)11-8-6-5-7-9-11/h5-9H,1-4H3	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C
CAS:103-65-1	7668	CAS:103-65-1	Propylbenzene	propylbenzene	ODLMAHJVESYWTB-UHFFFAOYSA-N	InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3	CCCC1=CC=CC=C1
CAS:544-63-8	11005	CAS:544-63-8	Myristic acid	tetradecanoic acid	TUNFSRHWOTWDNC-UHFFFAOYSA-N	InChI=1S/C14H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h2-13H2,1H3,(H,15,16)	CCCCCCCCCCCCCC(=O)O
CAS:112-70-9	8207	CAS:112-70-9	1-Tridecanol	tridecan-1-ol	XFRVVPUIAFSTFO-UHFFFAOYSA-N	InChI=1S/C13H28O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14/h14H,2-13H2,1H3	CCCCCCCCCCCCCO
CAS:143-07-7	3893	CAS:143-07-7	Lauric acid	dodecanoic acid	POULHZVOKOAJMA-UHFFFAOYSA-N	InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)	CCCCCCCCCCCC(=O)O
CAS:50-29-3	3036	CAS:50-29-3	Clofenotane	1-chloro-4-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene	YVGGHNCTFXOJCH-UHFFFAOYSA-N	InChI=1S/C14H9Cl5/c15-11-5-1-9(2-6-11)13(14(17,18)19)10-3-7-12(16)8-4-10/h1-8,13H	C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl
CAS:72-54-8	6294	CAS:72-54-8	p,p'-DDD	1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethyl]benzene	AHJKRLASYNVKDZ-UHFFFAOYSA-N	InChI=1S/C14H10Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8,13-14H	C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl
CAS:72-55-9	3035	CAS:72-55-9	p,p'-DDE	1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene	UCNVFOCBFJOQAL-UHFFFAOYSA-N	InChI=1S/C14H8Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8H	C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl
CAS:3424-82-6	246598	CAS:3424-82-6	O,P'-Dde	1-chloro-2-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene	ZDYJWDIWLRZXDB-UHFFFAOYSA-N	InChI=1S/C14H8Cl4/c15-10-7-5-9(6-8-10)13(14(17)18)11-3-1-2-4-12(11)16/h1-8H	C1=CC=C(C(=C1)C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl
CAS:79-34-5	6591	CAS:79-34-5	1,1,2,2-Tetrachloroethane	1,1,2,2-tetrachloroethane	QPFMBZIOSGYJDE-UHFFFAOYSA-N	InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H	C(C(Cl)Cl)(Cl)Cl
CAS:71-55-6	6278	CAS:71-55-6	1,1,1-Trichloroethane	1,1,1-trichloroethane	UOCLXMDMGBRAIB-UHFFFAOYSA-N	InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3	CC(Cl)(Cl)Cl
CAS:67-66-3	6212	CAS:67-66-3	Chloroform	chloroform	HEDRZPFGACZZDS-UHFFFAOYSA-N	InChI=1S/CHCl3/c2-1(3)4/h1H	C(Cl)(Cl)Cl
CAS:127-18-4	31373	CAS:127-18-4	Tetrachloroethylene	1,1,2,2-tetrachloroethene	CYTYCFOTNPOANT-UHFFFAOYSA-N	InChI=1S/C2Cl4/c3-1(4)2(5)6	C(=C(Cl)Cl)(Cl)Cl
CAS:87-68-3	6901	CAS:87-68-3	Hexachlorobutadiene	1,1,2,3,4,4-hexachlorobuta-1,3-diene	RWNKSTSCBHKHTB-UHFFFAOYSA-N	InChI=1S/C4Cl6/c5-1(3(7)8)2(6)4(9)10	C(=C(Cl)Cl)(C(=C(Cl)Cl)Cl)Cl
CAS:38380-07-3	38018	CAS:38380-07-3	2,2',3,3',4,4'-Hexachlorobiphenyl	1,2,3-trichloro-4-(2,3,4-trichlorophenyl)benzene	BTAGRXWGMYTPBY-UHFFFAOYSA-N	InChI=1S/C12H4Cl6/c13-7-3-1-5(9(15)11(7)17)6-2-4-8(14)12(18)10(6)16/h1-4H	C1=CC(=C(C(=C1C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl)Cl)Cl
CAS:35065-30-6	37037	CAS:35065-30-6	2,2',3,3',4,4',5-Heptachlorobiphenyl	1,2,3,4-tetrachloro-5-(2,3,4-trichlorophenyl)benzene	RMPWIIKNWPVWNG-UHFFFAOYSA-N	InChI=1S/C12H3Cl7/c13-6-2-1-4(8(15)10(6)17)5-3-7(14)11(18)12(19)9(5)16/h1-3H	C1=CC(=C(C(=C1C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl
CAS:52663-71-5	40478	CAS:52663-71-5	2,2',3,3',4,4',6-Heptachlorobiphenyl	1,2,3,5-tetrachloro-4-(2,3,4-trichlorophenyl)benzene	TZMHVHLTPWKZCI-UHFFFAOYSA-N	InChI=1S/C12H3Cl7/c13-5-2-1-4(9(16)10(5)17)8-6(14)3-7(15)11(18)12(8)19/h1-3H	C1=CC(=C(C(=C1C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl
CAS:35065-29-3	37036	CAS:35065-29-3	2,2',3,4,4',5,5'-Heptachlorobiphenyl	1,2,3,4-tetrachloro-5-(2,4,5-trichlorophenyl)benzene	WBHQEUPUMONIKF-UHFFFAOYSA-N	InChI=1S/C12H3Cl7/c13-6-3-8(15)7(14)1-4(6)5-2-9(16)11(18)12(19)10(5)17/h1-3H	C1=C(C(=CC(=C1Cl)Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl
CAS:35065-28-2	37035	CAS:35065-28-2	2,2',3,4,4',5'-Hexachlorobiphenyl	1,2,3-trichloro-4-(2,4,5-trichlorophenyl)benzene	RPUMZMSNLZHIGZ-UHFFFAOYSA-N	InChI=1S/C12H4Cl6/c13-7-2-1-5(11(17)12(7)18)6-3-9(15)10(16)4-8(6)14/h1-4H	C1=CC(=C(C(=C1C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl
CAS:52663-69-1	40476	CAS:52663-69-1	2,2',3,4,4',5',6-Heptachlorobiphenyl	1,2,3,5-tetrachloro-4-(2,4,5-trichlorophenyl)benzene	KQBFUDNJKCZEDQ-UHFFFAOYSA-N	InChI=1S/C12H3Cl7/c13-5-2-7(15)6(14)1-4(5)10-8(16)3-9(17)11(18)12(10)19/h1-3H	C1=C(C(=CC(=C1Cl)Cl)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl
