Id	CID	CASIdentifier	Name	IUPAC	InChIKey	InChI	SMILES
CAS:52663-68-0	40475	CAS:52663-68-0	2,2',3,4',5,5',6-Heptachlorobiphenyl	1,2,4,5-tetrachloro-3-(2,4,5-trichlorophenyl)benzene	UDMZPLROONOSEF-UHFFFAOYSA-N	InChI=1S/C12H3Cl7/c13-5-2-7(15)6(14)1-4(5)10-11(18)8(16)3-9(17)12(10)19/h1-3H	C1=C(C(=CC(=C1Cl)Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl
CAS:2437-79-8	17097	CAS:2437-79-8	2,2',4,4'-Tetrachlorobiphenyl	2,4-dichloro-1-(2,4-dichlorophenyl)benzene	QORAVNMWUNPXAO-UHFFFAOYSA-N	InChI=1S/C12H6Cl4/c13-7-1-3-9(11(15)5-7)10-4-2-8(14)6-12(10)16/h1-6H	C1=CC(=C(C=C1Cl)Cl)C2=C(C=C(C=C2)Cl)Cl
CAS:38380-01-7	38013	CAS:38380-01-7	2,2',4,4',5-Pentachlorobiphenyl	1,2,4-trichloro-5-(2,4-dichlorophenyl)benzene	LMQJBFRGXHMNOX-UHFFFAOYSA-N	InChI=1S/C12H5Cl5/c13-6-1-2-7(9(14)3-6)8-4-11(16)12(17)5-10(8)15/h1-5H	C1=CC(=C(C=C1Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl
CAS:35065-27-1	37034	CAS:35065-27-1	2,2',4,4',5,5'-Hexachlorobiphenyl	1,2,4-trichloro-5-(2,4,5-trichlorophenyl)benzene	MVWHGTYKUMDIHL-UHFFFAOYSA-N	InChI=1S/C12H4Cl6/c13-7-3-11(17)9(15)1-5(7)6-2-10(16)12(18)4-8(6)14/h1-4H	C1=C(C(=CC(=C1Cl)Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl
CAS:37680-73-2	37807	CAS:37680-73-2	2,2',4,5,5'-Pentachlorobiphenyl	1,2,4-trichloro-5-(2,5-dichlorophenyl)benzene	LAHWLEDBADHJGA-UHFFFAOYSA-N	InChI=1S/C12H5Cl5/c13-6-1-2-9(14)7(3-6)8-4-11(16)12(17)5-10(8)15/h1-5H	C1=CC(=C(C=C1Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl
CAS:37680-65-2	37803	CAS:37680-65-2	2,2',5-Trichlorobiphenyl	1,4-dichloro-2-(2-chlorophenyl)benzene	DCMURXAZTZQAFB-UHFFFAOYSA-N	InChI=1S/C12H7Cl3/c13-8-5-6-12(15)10(7-8)9-3-1-2-4-11(9)14/h1-7H	C1=CC=C(C(=C1)C2=C(C=CC(=C2)Cl)Cl)Cl
CAS:35693-99-3	37248	CAS:35693-99-3	2,2',5,5'-Tetrachlorobiphenyl	1,4-dichloro-2-(2,5-dichlorophenyl)benzene	HCWZEPKLWVAEOV-UHFFFAOYSA-N	InChI=1S/C12H6Cl4/c13-7-1-3-11(15)9(5-7)10-6-8(14)2-4-12(10)16/h1-6H	C1=CC(=C(C=C1Cl)C2=C(C=CC(=C2)Cl)Cl)Cl
CAS:38380-08-4	38019	CAS:38380-08-4	2,3,3',4,4',5-Hexachlorobiphenyl	1,2,3,4-tetrachloro-5-(3,4-dichlorophenyl)benzene	LCXMEXLGMKFLQO-UHFFFAOYSA-N	InChI=1S/C12H4Cl6/c13-7-2-1-5(3-8(7)14)6-4-9(15)11(17)12(18)10(6)16/h1-4H	C1=CC(=C(C=C1C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl
CAS:32598-14-4	36188	CAS:32598-14-4	2,3,3',4,4'-Pentachlorobiphenyl	1,2,3-trichloro-4-(3,4-dichlorophenyl)benzene	WIDHRBRBACOVOY-UHFFFAOYSA-N	InChI=1S/C12H5Cl5/c13-8-3-1-6(5-10(8)15)7-2-4-9(14)12(17)11(7)16/h1-5H	C1=CC(=C(C=C1C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl)Cl
CAS:74472-37-0	53036	CAS:74472-37-0	2,3,4,4',5-Pentachlorobiphenyl	1,2,3,4-tetrachloro-5-(4-chlorophenyl)benzene	SXZSFWHOSHAKMN-UHFFFAOYSA-N	InChI=1S/C12H5Cl5/c13-7-3-1-6(2-4-7)8-5-9(14)11(16)12(17)10(8)15/h1-5H	C1=CC(=CC=C1C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl
CAS:32598-10-0	36185	CAS:32598-10-0	2,3',4,4'-Tetrachlorobiphenyl	1,2-dichloro-4-(2,4-dichlorophenyl)benzene	RKLLTEAEZIJBAU-UHFFFAOYSA-N	InChI=1S/C12H6Cl4/c13-8-2-3-9(11(15)6-8)7-1-4-10(14)12(16)5-7/h1-6H	C1=CC(=C(C=C1C2=C(C=C(C=C2)Cl)Cl)Cl)Cl
CAS:31508-00-6	35823	CAS:31508-00-6	2,3',4,4',5-Pentachlorobiphenyl	1,2,4-trichloro-5-(3,4-dichlorophenyl)benzene	IUTPYMGCWINGEY-UHFFFAOYSA-N	InChI=1S/C12H5Cl5/c13-8-2-1-6(3-10(8)15)7-4-11(16)12(17)5-9(7)14/h1-5H	C1=CC(=C(C=C1C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl
CAS:38444-86-9	38036	CAS:38444-86-9	2,3',4'-Trichlorobiphenyl	1,2-dichloro-4-(2-chlorophenyl)benzene	RIMXLXBUOQMDHV-UHFFFAOYSA-N	InChI=1S/C12H7Cl3/c13-10-4-2-1-3-9(10)8-5-6-11(14)12(15)7-8/h1-7H	C1=CC=C(C(=C1)C2=CC(=C(C=C2)Cl)Cl)Cl
CAS:7012-37-5	23448	CAS:7012-37-5	2,4,4'-Trichlorobiphenyl	2,4-dichloro-1-(4-chlorophenyl)benzene	BZTYNSQSZHARAZ-UHFFFAOYSA-N	InChI=1S/C12H7Cl3/c13-9-3-1-8(2-4-9)11-6-5-10(14)7-12(11)15/h1-7H	C1=CC(=CC=C1C2=C(C=C(C=C2)Cl)Cl)Cl
CAS:32690-93-0	36218	CAS:32690-93-0	2,4,4',5-Tetrachlorobiphenyl	1,2,4-trichloro-5-(4-chlorophenyl)benzene	TULCXSBAPHCWCF-UHFFFAOYSA-N	InChI=1S/C12H6Cl4/c13-8-3-1-7(2-4-8)9-5-11(15)12(16)6-10(9)14/h1-6H	C1=CC(=CC=C1C2=CC(=C(C=C2Cl)Cl)Cl)Cl
CAS:32598-13-3	36187	CAS:32598-13-3	3,3',4,4'-Tetrachlorobiphenyl	1,2-dichloro-4-(3,4-dichlorophenyl)benzene	UQMGJOKDKOLIDP-UHFFFAOYSA-N	InChI=1S/C12H6Cl4/c13-9-3-1-7(5-11(9)15)8-2-4-10(14)12(16)6-8/h1-6H	C1=CC(=C(C=C1C2=CC(=C(C=C2)Cl)Cl)Cl)Cl
CAS:57465-28-8	63090	CAS:57465-28-8	3,3',4,4',5-Pentachlorobiphenyl	1,2,3-trichloro-5-(3,4-dichlorophenyl)benzene	REHONNLQRWTIFF-UHFFFAOYSA-N	InChI=1S/C12H5Cl5/c13-8-2-1-6(3-9(8)14)7-4-10(15)12(17)11(16)5-7/h1-5H	C1=CC(=C(C=C1C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl)Cl
CAS:32774-16-6	36231	CAS:32774-16-6	3,3',4,4',5,5'-Hexachlorobiphenyl	1,2,3-trichloro-5-(3,4,5-trichlorophenyl)benzene	ZHLICBPIXDOFFG-UHFFFAOYSA-N	InChI=1S/C12H4Cl6/c13-7-1-5(2-8(14)11(7)17)6-3-9(15)12(18)10(16)4-6/h1-4H	C1=C(C=C(C(=C1Cl)Cl)Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl
CAS:1163-19-5	14410	CAS:1163-19-5	Decabromodiphenyl oxide	1,2,3,4,5-pentabromo-6-(2,3,4,5,6-pentabromophenoxy)benzene	WHHGLZMJPXIBIX-UHFFFAOYSA-N	InChI=1S/C12Br10O/c13-1-3(15)7(19)11(8(20)4(1)16)23-12-9(21)5(17)2(14)6(18)10(12)22	C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)OC2=C(C(=C(C(=C2Br)Br)Br)Br)Br
CAS:101-84-8	7583	CAS:101-84-8	Diphenyl ether	phenoxybenzene	USIUVYZYUHIAEV-UHFFFAOYSA-N	InChI=1S/C12H10O/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10H	C1=CC=C(C=C1)OC2=CC=CC=C2
CAS:193-39-5	9131	CAS:193-39-5	Indeno[1,2,3-cd]pyrene	hexacyclo[16.3.1.02,7.08,21.011,20.014,19]docosa-1(22),2,4,6,8(21),9,11(20),12,14(19),15,17-undecaene	SXQBHARYMNFBPS-UHFFFAOYSA-N	InChI=1S/C22H12/c1-2-7-17-16(6-1)18-11-10-14-9-8-13-4-3-5-15-12-19(17)22(18)21(14)20(13)15/h1-12H	C1=CC=C2C(=C1)C3=C4C2=CC5=CC=CC6=C5C4=C(C=C6)C=C3
CAS:191-24-2	9117	CAS:191-24-2	Benzo[ghi]perylene	hexacyclo[12.8.0.02,11.03,8.04,21.017,22]docosa-1(14),2(11),3(8),4,6,9,12,15,17(22),18,20-undecaene	GYFAGKUZYNFMBN-UHFFFAOYSA-N	InChI=1S/C22H12/c1-3-13-7-9-15-11-12-16-10-8-14-4-2-6-18-17(5-1)19(13)21(15)22(16)20(14)18/h1-12H	C1=CC2=C3C(=C1)C4=CC=CC5=C4C6=C(C=C5)C=CC(=C36)C=C2
CAS:2385-85-5	16945	CAS:2385-85-5	Mirex	1,2,3,4,5,5,6,7,8,9,10,10-dodecachloropentacyclo[5.3.0.02,6.03,9.04,8]decane	GVYLCNUFSHDAAW-UHFFFAOYSA-N	InChI=1S/C10Cl12/c11-1-2(12)7(17)4(14)3(13,5(1,15)9(7,19)20)6(1,16)10(21,22)8(2,4)18	C12(C3(C4(C5(C3(C(C1(C5(C2(C4(Cl)Cl)Cl)Cl)Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl
CAS:143-50-0	299	CAS:143-50-0	Chlordecone	1,2,3,4,6,7,8,9,10,10-decachloropentacyclo[5.3.0.02,6.03,9.04,8]decan-5-one	LHHGDZSESBACKH-UHFFFAOYSA-N	InChI=1S/C10Cl10O/c11-2-1(21)3(12)6(15)4(2,13)8(17)5(2,14)7(3,16)9(6,18)10(8,19)20	C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl
CAS:206-44-0	9154	CAS:206-44-0	Fluoranthene	fluoranthene	GVEPBJHOBDJJJI-UHFFFAOYSA-N	InChI=1S/C16H10/c1-2-8-13-12(7-1)14-9-3-5-11-6-4-10-15(13)16(11)14/h1-10H	C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4
CAS:56-55-3	5954	CAS:56-55-3	Benz[a]anthracene	benzo[a]anthracene	DXBHBZVCASKNBY-UHFFFAOYSA-N	InChI=1S/C18H12/c1-2-7-15-12-18-16(11-14(15)6-1)10-9-13-5-3-4-8-17(13)18/h1-12H	C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32
CAS:2306-33-4	75318	CAS:2306-33-4	Monoethyl phthalate	2-ethoxycarbonylbenzoic acid	YWWHKOHZGJFMIE-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-2-14-10(13)8-6-4-3-5-7(8)9(11)12/h3-6H,2H2,1H3,(H,11,12)	CCOC(=O)C1=CC=CC=C1C(=O)O
CAS:117-84-0	8346	CAS:117-84-0	Dioctyl phthalate	dioctyl benzene-1,2-dicarboxylate	MQIUGAXCHLFZKX-UHFFFAOYSA-N	InChI=1S/C24H38O4/c1-3-5-7-9-11-15-19-27-23(25)21-17-13-14-18-22(21)24(26)28-20-16-12-10-8-6-4-2/h13-14,17-18H,3-12,15-16,19-20H2,1-2H3	CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC
CAS:85-70-1	6819	CAS:85-70-1	Butoxycarbonylmethyl butyl phthalate	2-O-(2-butoxy-2-oxoethyl) 1-O-butyl benzene-1,2-dicarboxylate	GOJCZVPJCKEBQV-UHFFFAOYSA-N	InChI=1S/C18H24O6/c1-3-5-11-22-16(19)13-24-18(21)15-10-8-7-9-14(15)17(20)23-12-6-4-2/h7-10H,3-6,11-13H2,1-2H3	CCCCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCCCC
CAS:2528-16-7	31736	CAS:2528-16-7	Monobenzyl phthalate	2-phenylmethoxycarbonylbenzoic acid	XIKIUQUXDNHBFR-UHFFFAOYSA-N	InChI=1S/C15H12O4/c16-14(17)12-8-4-5-9-13(12)15(18)19-10-11-6-2-1-3-7-11/h1-9H,10H2,(H,16,17)	C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2C(=O)O
CAS:85-68-7	2347	CAS:85-68-7	Benzyl butyl phthalate	2-O-benzyl 1-O-butyl benzene-1,2-dicarboxylate	IRIAEXORFWYRCZ-UHFFFAOYSA-N	InChI=1S/C19H20O4/c1-2-3-13-22-18(20)16-11-7-8-12-17(16)19(21)23-14-15-9-5-4-6-10-15/h4-12H,2-3,13-14H2,1H3	CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2
CAS:131-70-4	8575	CAS:131-70-4	Monobutyl phthalate	2-butoxycarbonylbenzoic acid	YZBOVSFWWNVKRJ-UHFFFAOYSA-N	InChI=1S/C12H14O4/c1-2-3-8-16-12(15)10-7-5-4-6-9(10)11(13)14/h4-7H,2-3,8H2,1H3,(H,13,14)	CCCCOC(=O)C1=CC=CC=C1C(=O)O
CAS:117-81-7	8343	CAS:117-81-7	Bis(2-ethylhexyl) phthalate	bis(2-ethylhexyl) benzene-1,2-dicarboxylate	BJQHLKABXJIVAM-UHFFFAOYSA-N	InChI=1S/C24H38O4/c1-5-9-13-19(7-3)17-27-23(25)21-15-11-12-16-22(21)24(26)28-18-20(8-4)14-10-6-2/h11-12,15-16,19-20H,5-10,13-14,17-18H2,1-4H3	CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC
CAS:84-74-2	3026	CAS:84-74-2	Dibutyl phthalate	dibutyl benzene-1,2-dicarboxylate	DOIRQSBPFJWKBE-UHFFFAOYSA-N	InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC
CAS:3648-21-3	19284	CAS:3648-21-3	Diheptyl phthalate	diheptyl benzene-1,2-dicarboxylate	JQCXWCOOWVGKMT-UHFFFAOYSA-N	InChI=1S/C22H34O4/c1-3-5-7-9-13-17-25-21(23)19-15-11-12-16-20(19)22(24)26-18-14-10-8-6-4-2/h11-12,15-16H,3-10,13-14,17-18H2,1-2H3	CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC
CAS:26761-40-0	33599	CAS:26761-40-0	Diisodecyl phthalate	bis(8-methylnonyl) benzene-1,2-dicarboxylate	ZVFDTKUVRCTHQE-UHFFFAOYSA-N	InChI=1S/C28H46O4/c1-23(2)17-11-7-5-9-15-21-31-27(29)25-19-13-14-20-26(25)28(30)32-22-16-10-6-8-12-18-24(3)4/h13-14,19-20,23-24H,5-12,15-18,21-22H2,1-4H3	CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C
CAS:131-11-3	8554	CAS:131-11-3	Dimethyl phthalate	dimethyl benzene-1,2-dicarboxylate	NIQCNGHVCWTJSM-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3	COC(=O)C1=CC=CC=C1C(=O)OC
CAS:68515-48-0	590836	CAS:68515-48-0	Diisononyl phthalate	bis(7-methyloctyl) benzene-1,2-dicarboxylate	HBGGXOJOCNVPFY-UHFFFAOYSA-N	InChI=1S/C26H42O4/c1-21(2)15-9-5-7-13-19-29-25(27)23-17-11-12-18-24(23)26(28)30-20-14-8-6-10-16-22(3)4/h11-12,17-18,21-22H,5-10,13-16,19-20H2,1-4H3	CC(C)CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC(C)C
CAS:40321-99-1	170295	CAS:40321-99-1	Mono(2-ethyl-5-hydroxyhexyl) phthalate	2-(2-ethyl-5-hydroxyhexoxy)carbonylbenzoic acid	RYPQSGURZSTFSX-UHFFFAOYSA-N	InChI=1S/C16H22O5/c1-3-12(9-8-11(2)17)10-21-16(20)14-7-5-4-6-13(14)15(18)19/h4-7,11-12,17H,3,8-10H2,1-2H3,(H,18,19)	CCC(CCC(C)O)COC(=O)C1=CC=CC=C1C(=O)O
CAS:40321-98-0	119096	CAS:40321-98-0	Mono(2-ethyl-5-oxohexyl)phthalate	2-(2-ethyl-5-oxohexoxy)carbonylbenzoic acid	HCWNFKHKKHNSSL-UHFFFAOYSA-N	InChI=1S/C16H20O5/c1-3-12(9-8-11(2)17)10-21-16(20)14-7-5-4-6-13(14)15(18)19/h4-7,12H,3,8-10H2,1-2H3,(H,18,19)	CCC(CCC(=O)C)COC(=O)C1=CC=CC=C1C(=O)O
CAS:30833-53-5	92272	CAS:30833-53-5	Monoisobutyl phthalate	2-(2-methylpropoxycarbonyl)benzoic acid	RZJSUWQGFCHNFS-UHFFFAOYSA-N	InChI=1S/C12H14O4/c1-8(2)7-16-12(15)10-6-4-3-5-9(10)11(13)14/h3-6,8H,7H2,1-2H3,(H,13,14)	CC(C)COC(=O)C1=CC=CC=C1C(=O)O
CAS:40809-41-4	148386	CAS:40809-41-4	2-Ethyl-5-carboxypentyl phthalate	2-(5-carboxy-2-ethylpentoxy)carbonylbenzoic acid	XFGRNAPKLGXDGF-UHFFFAOYSA-N	InChI=1S/C16H20O6/c1-2-11(6-5-9-14(17)18)10-22-16(21)13-8-4-3-7-12(13)15(19)20/h3-4,7-8,11H,2,5-6,9-10H2,1H3,(H,17,18)(H,19,20)	CCC(CCCC(=O)O)COC(=O)C1=CC=CC=C1C(=O)O
CAS:4376-18-5	20392	CAS:4376-18-5	2-(Methoxycarbonyl)benzoic acid	2-methoxycarbonylbenzoic acid	FNJSWIPFHMKRAT-UHFFFAOYSA-N	InChI=1S/C9H8O4/c1-13-9(12)7-5-3-2-4-6(7)8(10)11/h2-5H,1H3,(H,10,11)	COC(=O)C1=CC=CC=C1C(=O)O
CAS:218-01-9	9171	CAS:218-01-9	Chrysene	chrysene	WDECIBYCCFPHNR-UHFFFAOYSA-N	InChI=1S/C18H12/c1-3-7-15-13(5-1)9-11-18-16-8-4-2-6-14(16)10-12-17(15)18/h1-12H	C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43
CAS:91-64-5	323	CAS:91-64-5	Coumarin	chromen-2-one	ZYGHJZDHTFUPRJ-UHFFFAOYSA-N	InChI=1S/C9H6O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-6H	C1=CC=C2C(=C1)C=CC(=O)O2
CAS:95-50-1	7239	CAS:95-50-1	1,2-Dichlorobenzene	1,2-dichlorobenzene	RFFLAFLAYFXFSW-UHFFFAOYSA-N	InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H	C1=CC=C(C(=C1)Cl)Cl
CAS:83-32-9	6734	CAS:83-32-9	Acenaphthene	1,2-dihydroacenaphthylene	CWRYPZZKDGJXCA-UHFFFAOYSA-N	InChI=1S/C12H10/c1-3-9-4-2-6-11-8-7-10(5-1)12(9)11/h1-6H,7-8H2	C1CC2=CC=CC3=C2C1=CC=C3
CAS:182346-21-0	177368	CAS:182346-21-0	2,2',3,4,4'-Pentabromodiphenyl ether	1,2,3-tribromo-4-(2,4-dibromophenoxy)benzene	DMLQSUZPTTUUDP-UHFFFAOYSA-N	InChI=1S/C12H5Br5O/c13-6-1-3-9(8(15)5-6)18-10-4-2-7(14)11(16)12(10)17/h1-5H	C1=CC(=C(C=C1Br)Br)OC2=C(C(=C(C=C2)Br)Br)Br
CAS:634-66-2	12463	CAS:634-66-2	1,2,3,4-Tetrachlorobenzene	1,2,3,4-tetrachlorobenzene	GBDZXPJXOMHESU-UHFFFAOYSA-N	InChI=1S/C6H2Cl4/c7-3-1-2-4(8)6(10)5(3)9/h1-2H	C1=CC(=C(C(=C1Cl)Cl)Cl)Cl
CAS:124-96-9	2087	CAS:124-96-9	Aldrin	1,8,9,10,11,11-hexachlorotetracyclo[6.2.1.13,6.02,7]dodeca-4,9-diene	QBYJBZPUGVGKQQ-UHFFFAOYSA-N	InChI=1S/C12H8Cl6/c13-8-9(14)11(16)7-5-2-1-4(3-5)6(7)10(8,15)12(11,17)18/h1-2,4-7H,3H2	C1C2C=CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl
CAS:608-93-5	11855	CAS:608-93-5	Pentachlorobenzene	1,2,3,4,5-pentachlorobenzene	CEOCDNVZRAIOQZ-UHFFFAOYSA-N	InChI=1S/C6HCl5/c7-2-1-3(8)5(10)6(11)4(2)9/h1H	C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl
CAS:58-89-9	727	CAS:58-89-9	Lindane	Lindane	JLYXXMFPNIAWKQ-GNIYUCBRSA-N	InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H/t1-,2-,3-,4+,5+,6+	Cl[C@@H]1[C@H](Cl)
CAS:58877-88-6	108177	CAS:58877-88-6	Hexachloronaphthalene	1,2,3,4,5,6-hexachloronaphthalene	CTLMCQOGOWNFHA-UHFFFAOYSA-N	InChI=1S/C10H2Cl6/c11-4-2-1-3-5(7(4)13)8(14)10(16)9(15)6(3)12/h1-2H	C1=CC(=C(C2=C1C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl
CAS:3734-49-4	19520	CAS:3734-49-4	Nonachlor	1,3,4,5,7,8,9,10,10-nonachlorotricyclo[5.2.1.02,6]dec-8-ene	OCHOKXCPKDPNQU-UHFFFAOYSA-N	InChI=1S/C10H5Cl9/c11-3-1-2(4(12)5(3)13)9(17)7(15)6(14)8(1,16)10(9,18)19/h1-5H	C12C(C(C(C1Cl)Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl
CAS:67562-39-4	38199	CAS:67562-39-4	1,2,3,4,6,7,8-Heptachlorodibenzofuran	1,2,3,4,6,7,8-heptachlorodibenzofuran	WDMKCPIVJOGHBF-UHFFFAOYSA-N	InChI=1S/C12HCl7O/c13-3-1-2-4-6(15)7(16)8(17)10(19)12(4)20-11(2)9(18)5(3)14/h1H	C1=C2C3=C(C(=C(C(=C3Cl)Cl)Cl)Cl)OC2=C(C(=C1Cl)Cl)Cl
CAS:35822-46-9	37270	CAS:35822-46-9	1,2,3,4,6,7,8-Heptachlorodibenzo-P-dioxin	1,2,3,4,6,7,8-heptachlorodibenzo-p-dioxin	WCLNVRQZUKYVAI-UHFFFAOYSA-N	InChI=1S/C12HCl7O2/c13-2-1-3-10(7(17)4(2)14)21-12-9(19)6(16)5(15)8(18)11(12)20-3/h1H	C1=C2C(=C(C(=C1Cl)Cl)Cl)OC3=C(O2)C(=C(C(=C3Cl)Cl)Cl)Cl
CAS:3268-87-9	18636	CAS:3268-87-9	OCTACHLORODIBENZO-p-DIOXIN	1,2,3,4,6,7,8,9-octachlorodibenzo-p-dioxin	FOIBFBMSLDGNHL-UHFFFAOYSA-N	InChI=1S/C12Cl8O2/c13-1-2(14)6(18)10-9(5(1)17)21-11-7(19)3(15)4(16)8(20)12(11)22-10	C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)OC3=C(O2)C(=C(C(=C3Cl)Cl)Cl)Cl
CAS:39001-02-0	38200	CAS:39001-02-0	Octachlorodibenzofuran	1,2,3,4,6,7,8,9-octachlorodibenzofuran	RHIROFAGUQOFLU-UHFFFAOYSA-N	InChI=1S/C12Cl8O/c13-3-1-2-4(14)6(16)8(18)10(20)12(2)21-11(1)9(19)7(17)5(3)15	C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)OC3=C2C(=C(C(=C3Cl)Cl)Cl)Cl
CAS:115-29-7	3224	CAS:115-29-7	Endosulfan	1,9,10,11,12,12-hexachloro-4,6-dioxa-5lambda4-thiatricyclo[7.2.1.02,8]dodec-10-ene 5-oxide	RDYMFSUJUZBWLH-UHFFFAOYSA-N	InChI=1S/C9H6Cl6O3S/c10-5-6(11)8(13)4-2-18-19(16)17-1-3(4)7(5,12)9(8,14)15/h3-4H,1-2H2	C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl
